grid,grouping,state,uni_name,year,Women Above Senior Lecturer,Women Senior lecturer (Level C),Women Lecturer (Level B),Women Below lecturer (Level A),Total women academic,Women non-academic,Total women staff,% Women above senior lecturer,% Women Senior lecturer (Level C),% Women Lecturer (Level B),% Women below lecturer (Level A),% women academics,% women non-academic,Total % women staff,All staff above Senior Lecturer,All staff Senior lecturer (Level C),All staff Lecturer (Level B),All staff Below lecturer (Level A),Total All staff academic,All staff Non-academic,Total staff,Women % all Above Senior Lecturer,Women % all Senior lecturer (Level C),Women % all Lecturer (Level B),Women % all Below lecturer (Level A),Women % all staff tacademic,Women % all Non academic,% Men,
grid.1022.1,IRU,QLD,Griffith University,2009,104,143,249,92,588,"1,482","2,070",30.32,43.33,54.37,57.14,45.51,68.01,59.64,343,330,458,161,1292,"2,179","3,471",3,4.12,7.17,2.65,16.94,42.7,40.36,
grid.1022.1,IRU,QLD,Griffith University,2010,114,152,253,106,625,"1,586","2,211",31.75,43.93,56.47,52.74,46.16,68.6,60.31,359,346,448,201,1354,"2,312","3,666",3.11,4.15,6.9,2.89,17.05,43.26,39.69,
grid.1022.1,IRU,QLD,Griffith University,2011,122,159,303,94,678,"1,623","2,301",31.85,43.68,58.05,47.96,46.28,68.77,60.16,383,364,522,196,1465,"2,360","3,825",3.19,4.16,7.92,2.46,17.73,42.43,39.84,
grid.1022.1,IRU,QLD,Griffith University,2012,142,163,259,111,675,"1,623","2,298",34.55,43.35,52.64,57.51,45.86,68.14,59.63,411,376,492,193,1472,"2,382","3,854",3.68,4.23,6.72,2.88,17.51,42.11,40.37,
grid.1022.1,IRU,QLD,Griffith University,2013,154,169,276,100,699,"1,672","2,371",34.84,44.13,54.98,54.95,46.32,68.16,59.84,442,383,502,182,1509,"2,453","3,962",3.89,4.27,6.97,2.52,17.65,42.2,40.16,
grid.1022.1,IRU,QLD,Griffith University,2014,163,162,262,91,678,"1,644","2,322",35.13,43.67,56.34,55.15,46.28,68.1,59.86,464,371,465,165,1465,"2,414","3,879",4.2,4.18,6.75,2.35,17.48,42.38,40.14,
grid.1022.1,IRU,QLD,Griffith University,2015,180,185,273,79,717,"1,664","2,381",37.97,47.56,58.58,48.47,48.06,67.67,60.26,474,389,466,163,1492,"2,459","3,951",4.56,4.68,6.91,2,18.15,42.12,39.74,
grid.1022.1,IRU,QLD,Griffith University,2016,194,197,247,81,719,"1,690","2,409",39.43,49.62,55.76,46.29,47.71,67.93,60.3,492,397,443,175,1507,"2,488","3,995",4.86,4.93,6.18,2.03,18,42.3,39.7,
grid.1022.1,IRU,QLD,Griffith University,2017,187,204,261,104,756,"1,667","2,423",40.13,48.57,57.74,55.32,49.54,68.01,60.93,466,420,452,188,1526,"2,451","3,977",4.7,5.13,6.56,2.62,19.01,41.92,39.07,
grid.1022.1,IRU,QLD,Griffith University,2018,186,202,266,103,757,"1,662","2,419",40.26,48.67,56.84,54.21,49.32,68.51,61.07,462,415,468,190,1535,"2,426","3,961",4.7,5.1,6.72,2.6,19.12,41.96,38.93,
grid.1011.1,IRU,QLD,James Cook University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1011.1,IRU,QLD,James Cook University,2001,22,35,94,41,192,503,695,18.03,25.93,51.93,46.59,36.5,63.91,52.93,122,135,181,88,526,787,"1,313",1.68,2.67,7.16,3.12,14.63,38.31,47.07,
grid.1011.1,IRU,QLD,James Cook University,2002,29,30,111,37,207,535,742,21.8,21.43,56.06,45.12,37.43,64.54,53.69,133,140,198,82,553,829,"1,382",2.1,2.17,8.03,2.68,14.98,38.71,46.31,
grid.1011.1,IRU,QLD,James Cook University,2003,23,39,107,30,199,577,776,17.04,26.53,50.71,43.48,35.41,64.98,53.52,135,147,211,69,562,888,"1,450",1.59,2.69,7.38,2.07,13.73,39.79,46.48,
grid.1011.1,IRU,QLD,James Cook University,2004,19,60,103,36,218,571,789,14.29,34.29,51.5,44.44,37.01,64.01,53.27,133,175,200,81,589,892,"1,481",1.28,4.05,6.95,2.43,14.71,38.56,46.73,
grid.1011.1,IRU,QLD,James Cook University,2005,22,77,105,33,237,620,857,16.3,39.49,53.85,39.29,38.92,64.38,54.52,135,195,195,84,609,963,"1,572",1.4,4.9,6.68,2.1,15.08,39.44,45.48,
grid.1011.1,IRU,QLD,James Cook University,2006,29,84,116,69,298,630,928,18.95,39.62,57.14,48.94,42.03,64.42,55.01,153,212,203,141,709,978,"1,687",1.72,4.98,6.88,4.09,17.67,37.34,44.99,
grid.1011.1,IRU,QLD,James Cook University,2007,27,85,105,55,272,609,881,17.65,42.08,55.85,47.83,41.34,64.38,54.93,153,202,188,115,658,946,"1,604",1.68,5.3,6.55,3.43,16.96,37.97,45.07,
grid.1011.1,IRU,QLD,James Cook University,2008,28,79,123,69,299,617,916,16.57,40.72,57.21,57.98,42.9,64.68,55.48,169,194,215,119,697,954,"1,651",1.7,4.78,7.45,4.18,18.11,37.37,44.52,
grid.1011.1,IRU,QLD,James Cook University,2009,33,86,114,72,305,637,942,18.13,45.5,53.52,64.86,43.88,66.7,57.09,182,189,213,111,695,955,"1,650",2,5.21,6.91,4.36,18.48,38.61,42.91,
grid.1011.1,IRU,QLD,James Cook University,2010,48,100,131,87,366,674,"1,040",22.86,52.08,56.22,57.62,46.56,67,58.04,210,192,233,151,786,"1,006","1,792",2.68,5.58,7.31,4.85,20.42,37.61,41.96,
grid.1011.1,IRU,QLD,James Cook University,2011,47,110,137,82,376,751,"1,127",22.07,52.38,56.85,57.34,46.59,68.96,59.44,213,210,241,143,807,"1,089","1,896",2.48,5.8,7.23,4.32,19.83,39.61,40.56,
grid.1011.1,IRU,QLD,James Cook University,2012,57,109,140,68,374,774,"1,148",24.46,50.7,59.07,56.67,46.46,68.92,59.54,233,215,237,120,805,"1,123","1,928",2.96,5.65,7.26,3.53,19.4,40.15,40.46,
grid.1011.1,IRU,QLD,James Cook University,2013,60,117,157,78,412,833,"1,245",27.4,51.54,57.51,59.09,48.41,69.65,60.82,219,227,273,132,851,"1,196","2,047",2.93,5.72,7.67,3.81,20.13,40.69,39.18,
grid.1011.1,IRU,QLD,James Cook University,2014,69,111,164,85,429,820,"1,249",29.11,50,59.85,62.04,49.31,68.97,60.66,237,222,274,137,870,"1,189","2,059",3.35,5.39,7.97,4.13,20.84,39.83,39.34,
grid.1011.1,IRU,QLD,James Cook University,2015,69,114,164,62,409,713,"1,122",28.99,51.35,63.08,55.36,49.16,68.89,60.1,238,222,260,112,832,"1,035","1,867",3.7,6.11,8.78,3.32,21.91,38.19,39.9,
grid.1011.1,IRU,QLD,James Cook University,2016,77,117,160,59,413,787,"1,200",31.56,51.54,61.78,56.73,49.52,68.49,60.51,244,227,259,104,834,"1,149","1,983",3.88,5.9,8.07,2.98,20.83,39.69,39.49,
grid.1011.1,IRU,QLD,James Cook University,2017,88,118,168,66,440,816,"1,256",34.92,51.3,62.22,62.86,51.34,69.92,62.06,252,230,270,105,857,"1,167","2,024",4.35,5.83,8.3,3.26,21.74,40.32,37.94,
grid.1011.1,IRU,QLD,James Cook University,2018,95,115,170,63,443,808,"1,251",36.68,51.57,60.5,61.76,51.21,70.26,62.08,259,223,281,102,865,"1,150","2,015",4.71,5.71,8.44,3.13,21.99,40.1,37.92,
grid.1018.8,IRU,VIC,La Trobe University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1018.8,IRU,VIC,La Trobe University,2001,48,113,231,160,552,807,"1,359",22.86,39.37,55.13,63.49,47.26,67.76,57.61,210,287,419,252,1168,"1,191","2,359",2.03,4.79,9.79,6.78,23.39,34.21,42.39,
grid.1018.8,IRU,VIC,La Trobe University,2002,50,113,239,161,563,841,"1,404",22.73,40.94,55.58,63.64,47.75,69.79,58.89,220,276,430,253,1179,"1,205","2,384",2.1,4.74,10.03,6.75,23.62,35.28,41.11,
grid.1018.8,IRU,VIC,La Trobe University,2003,47,116,230,161,554,939,"1,493",22.27,43.45,56.23,61.69,48.26,68.29,59.18,211,267,409,261,1148,"1,375","2,523",1.86,4.6,9.12,6.38,21.96,37.22,40.82,
grid.1018.8,IRU,VIC,La Trobe University,2004,57,114,250,176,597,944,"1,541",26.15,43.68,56.56,62.19,49.58,68.21,59.54,218,261,442,283,1204,"1,384","2,588",2.2,4.4,9.66,6.8,23.06,36.48,40.46,
grid.1018.8,IRU,VIC,La Trobe University,2005,57,102,256,188,603,950,"1,553",26.03,41.46,57.14,60.65,49.3,68.49,59.5,219,246,448,310,1223,"1,387","2,610",2.18,3.91,9.81,7.2,23.1,36.4,40.5,
grid.1018.8,IRU,VIC,La Trobe University,2006,75,112,257,192,636,971,"1,607",31.51,44.62,57.88,59.08,50.56,68.57,60.1,238,251,444,325,1258,"1,416","2,674",2.8,4.19,9.61,7.18,23.78,36.31,39.9,
grid.1018.8,IRU,VIC,La Trobe University,2007,77,113,257,186,633,965,"1,598",31.17,45.38,56.11,63.7,50.8,67.81,59.87,247,249,458,292,1246,"1,423","2,669",2.88,4.23,9.63,6.97,23.71,36.16,40.13,
grid.1018.8,IRU,VIC,La Trobe University,2008,69,121,249,197,636,990,"1,626",27.94,47.08,54.13,60.62,49.34,67.53,59.02,247,257,460,325,1289,"1,466","2,755",2.5,4.39,9.04,7.15,23.08,35.93,40.98,
grid.1018.8,IRU,VIC,La Trobe University,2009,84,121,269,211,685,905,"1,590",33.73,44.32,57.11,61.7,51.31,65.96,58.74,249,273,471,342,1335,"1,372","2,707",3.1,4.47,9.94,7.79,25.3,33.43,41.26,
grid.1018.8,IRU,VIC,La Trobe University,2010,86,131,292,229,738,969,"1,707",34.68,45.96,57.82,63.61,52.79,66.19,59.64,248,285,505,360,1398,"1,464","2,862",3,4.58,10.2,8,25.78,33.86,40.36,
grid.1018.8,IRU,VIC,La Trobe University,2011,98,135,315,190,738,"1,023","1,761",34.15,47.04,58.23,66.2,52.64,66.17,59.74,287,287,541,287,1402,"1,546","2,948",3.32,4.58,10.69,6.45,25.04,34.7,40.26,
grid.1018.8,IRU,VIC,La Trobe University,2012,100,120,316,186,722,"1,039","1,761",36.23,43.8,58.09,66.67,52.59,66.95,60.21,276,274,544,279,1373,"1,552","2,925",3.42,4.1,10.8,6.36,24.68,35.52,39.79,
grid.1018.8,IRU,VIC,La Trobe University,2013,95,129,312,159,695,"1,101","1,796",38.15,47.78,57.46,65.43,53.26,67.01,60.92,249,270,543,243,1305,"1,643","2,948",3.22,4.38,10.58,5.39,23.57,37.35,39.08,
grid.1018.8,IRU,VIC,La Trobe University,2014,98,134,333,150,715,"1,111","1,826",39.68,48.38,60.44,64.38,54.66,67.83,61.98,247,277,551,233,1308,"1,638","2,946",3.33,4.55,11.3,5.09,24.27,37.71,38.02,
grid.1018.8,IRU,VIC,La Trobe University,2015,99,124,293,136,652,986,"1,638",43.04,52.77,63.28,65.38,57.39,66.4,62.5,230,235,463,208,1136,"1,485","2,621",3.78,4.73,11.18,5.19,24.88,37.62,37.5,
grid.1018.8,IRU,VIC,La Trobe University,2016,106,120,307,147,680,"1,051","1,731",42.91,51.28,63.69,68.06,57.68,66.86,62.92,247,234,482,216,1179,"1,572","2,751",3.85,4.36,11.16,5.34,24.71,38.2,37.08,
grid.1018.8,IRU,VIC,La Trobe University,2017,114,129,328,138,709,"1,140","1,849",40.28,50.19,63.08,62.44,55.35,66.74,61.86,283,257,520,221,1281,"1,708","2,989",3.81,4.32,10.97,4.62,23.72,38.14,38.14,
grid.1018.8,IRU,VIC,La Trobe University,2018,123,135,341,159,758,"1,143","1,901",41,53.36,63.62,64.11,56.69,68.12,63.05,300,253,536,248,1337,"1,678","3,015",4.08,4.48,11.31,5.27,25.14,37.91,36.95,
grid.1004.5,,NSW,Macquarie University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1004.5,,NSW,Macquarie University,2001,42,58,109,78,287,524,811,25.93,30.69,50.23,56.52,40.65,63.21,52.83,162,189,217,138,706,829,"1,535",2.74,3.78,7.1,5.08,18.7,34.14,47.17,
grid.1004.5,,NSW,Macquarie University,2002,42,65,110,93,310,525,835,24.85,32.66,50.46,56.71,41.33,63.1,52.78,169,199,218,164,750,832,"1,582",2.65,4.11,6.95,5.88,19.59,33.19,47.22,
grid.1004.5,,NSW,Macquarie University,2003,43,70,108,130,351,532,883,24.43,36.84,46.35,67.71,44.37,63.11,54.04,176,190,233,192,791,843,"1,634",2.63,4.28,6.61,7.96,21.48,32.56,45.96,
grid.1004.5,,NSW,Macquarie University,2004,52,74,120,103,349,573,922,26.26,37.76,48.19,61.68,43.09,63.74,53.95,198,196,249,167,810,899,"1,709",3.04,4.33,7.02,6.03,20.42,33.53,46.05,
grid.1004.5,,NSW,Macquarie University,2005,63,80,133,105,381,599,980,28.25,40,50.57,62.5,44.61,63.12,54.35,223,200,263,168,854,949,"1,803",3.49,4.44,7.38,5.82,21.13,33.22,45.65,
grid.1004.5,,NSW,Macquarie University,2006,69,89,138,108,404,619,"1,023",27.71,40.27,52.27,55.38,43.49,62.84,53.45,249,221,264,195,929,985,"1,914",3.61,4.65,7.21,5.64,21.11,32.34,46.55,
grid.1004.5,,NSW,Macquarie University,2007,78,96,138,106,418,625,"1,043",28.68,41.03,52.08,55.21,43.41,63.91,53.74,272,234,265,192,963,978,"1,941",4.02,4.95,7.11,5.46,21.54,32.2,46.26,
grid.1004.5,,NSW,Macquarie University,2008,74,89,148,102,413,656,"1,069",26.52,40.09,55.85,54.55,43.34,63.02,53.61,279,222,265,187,953,"1,041","1,994",3.71,4.46,7.42,5.12,20.71,32.9,46.39,
grid.1004.5,,NSW,Macquarie University,2009,89,74,139,99,401,707,"1,108",30.48,33.64,53.26,53.8,41.9,61.21,52.46,292,220,261,184,957,"1,155","2,112",4.21,3.5,6.58,4.69,18.98,33.48,47.54,
grid.1004.5,,NSW,Macquarie University,2010,95,78,142,112,427,727,"1,154",29.78,35.45,51.45,57.44,42.28,62.94,53.3,319,220,276,195,1010,"1,155","2,165",4.39,3.6,6.56,5.17,19.72,33.58,46.7,
grid.1004.5,,NSW,Macquarie University,2011,100,85,143,112,440,826,"1,266",30.77,36.48,49.31,53.33,41.59,64.43,54.1,325,233,290,210,1058,"1,282","2,340",4.27,3.63,6.11,4.79,18.8,35.3,45.9,
grid.1004.5,,NSW,Macquarie University,2012,101,98,157,94,450,822,"1,272",30.7,42.42,49.22,50.27,42.21,64.62,54.41,329,231,319,187,1066,"1,272","2,338",4.32,4.19,6.72,4.02,19.25,35.16,45.59,
grid.1004.5,,NSW,Macquarie University,2013,113,102,152,92,459,852,"1,311",32.94,42.68,48.25,47.18,42.03,65.14,54.63,343,239,315,195,1092,"1,308","2,400",4.71,4.25,6.33,3.83,19.12,35.5,45.38,
grid.1004.5,,NSW,Macquarie University,2014,118,105,163,96,482,903,"1,385",31.89,42.17,50.15,46.15,41.84,65.2,54.59,370,249,325,208,1152,"1,385","2,537",4.65,4.14,6.42,3.78,18.99,35.59,45.41,
grid.1004.5,,NSW,Macquarie University,2015,126,110,165,111,512,994,"1,506",32.9,41.2,50.46,51.15,42.88,66.18,55.86,383,267,327,217,1194,"1,502","2,696",4.67,4.08,6.12,4.12,18.99,36.87,44.14,
grid.1004.5,,NSW,Macquarie University,2016,134,111,166,140,551,998,"1,549",33.84,39.78,51.08,60.87,44.8,67.3,57.1,396,279,325,230,1230,"1,483","2,713",4.94,4.09,6.12,5.16,20.31,36.79,42.9,
grid.1004.5,,NSW,Macquarie University,2017,136,114,163,160,573,"1,107","1,680",32.69,41.01,52.41,56.94,44.56,67.54,57.44,416,278,311,281,1286,"1,639","2,925",4.65,3.9,5.57,5.47,19.59,37.85,42.56,
grid.1004.5,,NSW,Macquarie University,2018,156,139,192,147,634,"1,226","1,860",34.14,43.44,53.63,54.24,45.09,68.15,58.03,457,320,358,271,1406,"1,799","3,205",4.87,4.34,5.99,4.59,19.79,38.25,41.97,
grid.1002.3,Go8,VIC,Monash University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1002.3,Go8,VIC,Monash University,2001,66,193,350,395,1004,"1,662","2,666",13.87,31.48,48.21,59.04,40.42,63.44,52.23,476,613,726,669,2484,"2,620","5,104",1.29,3.78,6.86,7.74,19.67,32.56,47.77,
grid.1002.3,Go8,VIC,Monash University,2002,81,208,359,400,1048,"1,766","2,814",16.5,32.86,46.44,60.7,41,63.85,52.87,491,633,773,659,2556,"2,766","5,322",1.52,3.91,6.75,7.52,19.7,33.18,47.13,
grid.1002.3,Go8,VIC,Monash University,2003,94,223,394,427,1138,"1,852","2,990",17.94,34.68,47.41,58.82,41.78,64.44,53.41,524,643,831,726,2724,"2,874","5,598",1.68,3.98,7.04,7.63,20.33,33.08,46.59,
grid.1002.3,Go8,VIC,Monash University,2004,100,244,392,456,1192,"1,909","3,101",18.28,37.2,47,60.8,42.77,64.84,54.11,547,656,834,750,2787,"2,944","5,731",1.74,4.26,6.84,7.96,20.8,33.31,45.89,
grid.1002.3,Go8,VIC,Monash University,2005,112,271,429,492,1304,"1,929","3,233",19.68,39.11,47.35,60.52,43.74,65.21,54.44,569,693,906,813,2981,"2,958","5,939",1.89,4.56,7.22,8.28,21.95,32.48,45.56,
grid.1002.3,Go8,VIC,Monash University,2006,128,302,469,533,1432,"1,994","3,426",20.71,41.54,49.79,60.16,45.13,64.87,54.84,618,727,942,886,3173,"3,074","6,247",2.05,4.83,7.51,8.53,22.92,31.92,45.16,
grid.1002.3,Go8,VIC,Monash University,2007,135,311,483,582,1511,"2,037","3,548",20.77,41.86,49.54,60.94,45.47,64.91,54.91,650,743,975,955,3323,"3,138","6,461",2.09,4.81,7.48,9.01,23.39,31.53,45.09,
grid.1002.3,Go8,VIC,Monash University,2008,153,314,521,609,1597,"2,209","3,806",21.95,41.59,52.57,61.33,46.48,65.51,55.9,697,755,991,993,3436,"3,372","6,808",2.25,4.61,7.65,8.95,23.46,32.45,44.1,
grid.1002.3,Go8,VIC,Monash University,2009,179,329,582,614,1704,"2,324","4,028",24.42,41.75,55.01,60.2,47.35,65.5,56.36,733,788,"1,058","1,020",3599,"3,548","7,147",2.5,4.6,8.14,8.59,23.83,32.52,43.64,
grid.1002.3,Go8,VIC,Monash University,2010,197,358,597,486,1638,"2,495","4,133",26.44,43.93,54.47,58.77,47.03,65.69,56.76,745,815,"1,096",827,3483,"3,798","7,281",2.71,4.92,8.2,6.67,22.5,34.27,43.24,
grid.1002.3,Go8,VIC,Monash University,2011,214,330,531,353,1428,"2,616","4,044",28.42,42.8,52.52,57.68,45.38,66.51,57.12,753,771,"1,011",612,3147,"3,933","7,080",3.02,4.66,7.5,4.99,20.17,36.95,42.88,
grid.1002.3,Go8,VIC,Monash University,2012,241,338,526,334,1439,"2,925","4,364",29.64,43.73,53.08,54.75,45.15,66.37,57.47,813,773,991,610,3187,"4,407","7,594",3.17,4.45,6.93,4.4,18.95,38.52,42.53,
grid.1002.3,Go8,VIC,Monash University,2013,251,329,524,283,1387,"2,923","4,310",30.5,43.52,54.75,50.63,44.81,65.73,57.15,823,756,957,559,3095,"4,447","7,542",3.33,4.36,6.95,3.75,18.39,38.76,42.85,
grid.1002.3,Go8,VIC,Monash University,2014,245,323,471,260,1299,"2,700","3,999",31.17,47.22,54.64,48.96,45.37,65.81,57.41,786,684,862,531,2863,"4,103","6,966",3.52,4.64,6.76,3.73,18.65,38.76,42.59,
grid.1002.3,Go8,VIC,Monash University,2015,256,310,465,285,1316,"2,696","4,012",31.6,46.69,53.33,49.65,45.07,65.41,56.97,810,664,872,574,2920,"4,122","7,042",3.64,4.4,6.6,4.05,18.69,38.28,43.03,
grid.1002.3,Go8,VIC,Monash University,2016,277,333,485,289,1384,"2,733","4,117",32.36,47.1,55.56,49.4,45.81,66.03,57.5,856,707,873,585,3021,"4,139","7,160",3.87,4.65,6.77,4.04,19.33,38.17,42.5,
grid.1002.3,Go8,VIC,Monash University,2017,305,347,500,359,1511,"2,807","4,318",32.87,46.45,54.53,50.99,45.84,65.6,57,928,747,917,704,3296,"4,279","7,575",4.03,4.58,6.6,4.74,19.95,37.06,43,
grid.1002.3,Go8,VIC,Monash University,2018,317,370,521,419,1627,"2,928","4,555",33.44,47.31,52.73,53.04,46.38,65.59,57.14,948,782,988,790,3508,"4,464","7,972",3.98,4.64,6.54,5.26,20.42,36.73,42.86,
grid.1025.6,IRU,WA,Murdoch University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1025.6,IRU,WA,Murdoch University,2001,10,37,81,53,181,443,624,8.7,30.08,50,63.1,37.4,61.36,51.74,115,123,162,84,484,722,"1,206",0.83,3.07,6.72,4.39,15.01,36.73,48.26,
grid.1025.6,IRU,WA,Murdoch University,2002,15,34,92,46,187,475,662,13.16,27.42,50.55,63.89,38.01,61.69,52.46,114,124,182,72,492,770,"1,262",1.19,2.69,7.29,3.65,14.82,37.64,47.54,
grid.1025.6,IRU,WA,Murdoch University,2003,13,36,99,38,186,473,659,10,30.77,54.1,52.05,36.98,60.64,51.36,130,117,183,73,503,780,"1,283",1.01,2.81,7.72,2.96,14.5,36.87,48.64,
grid.1025.6,IRU,WA,Murdoch University,2004,14,40,102,32,188,489,677,12.07,31.25,56.98,50,38.6,61.51,52.81,116,128,179,64,487,795,"1,282",1.09,3.12,7.96,2.5,14.67,38.14,47.19,
grid.1025.6,IRU,WA,Murdoch University,2005,21,50,99,28,198,518,716,16.67,34.01,58.93,43.75,39.21,62.41,53.63,126,147,168,64,505,830,"1,335",1.57,3.75,7.42,2.1,14.84,38.8,46.37,
grid.1025.6,IRU,WA,Murdoch University,2006,26,52,106,41,225,534,759,18.71,36.88,56.68,51.25,41.13,63.8,54.84,139,141,187,80,547,837,"1,384",1.88,3.76,7.66,2.96,16.26,38.58,45.16,
grid.1025.6,IRU,WA,Murdoch University,2007,28,59,104,36,227,553,780,19.44,41.26,54.74,43.9,40.61,65.44,55.56,144,143,190,82,559,845,"1,404",1.99,4.2,7.41,2.56,16.16,39.39,44.44,
grid.1025.6,IRU,WA,Murdoch University,2008,24,67,99,36,226,566,792,18.18,43.51,57.23,47.37,42.24,65.89,56.81,132,154,173,76,535,859,"1,394",1.72,4.81,7.1,2.58,16.21,40.6,43.19,
grid.1025.6,IRU,WA,Murdoch University,2009,29,68,102,35,234,590,824,19.59,43.31,53.68,50,41.42,66.07,56.52,148,157,190,70,565,893,"1,458",1.99,4.66,7,2.4,16.05,40.47,43.48,
grid.1025.6,IRU,WA,Murdoch University,2010,32,71,115,31,249,587,836,21.62,44.38,53.49,46.27,42.2,66.4,56.72,148,160,215,67,590,884,"1,474",2.17,4.82,7.8,2.1,16.89,39.82,43.28,
grid.1025.6,IRU,WA,Murdoch University,2011,36,73,105,29,243,587,830,24,47.1,49.3,53.7,42.48,67.16,57.4,150,155,213,54,572,874,"1,446",2.49,5.05,7.26,2.01,16.81,40.59,42.6,
grid.1025.6,IRU,WA,Murdoch University,2012,46,71,111,34,262,595,857,29.87,43.83,51.39,60.71,44.56,67.31,58.22,154,162,216,56,588,884,"1,472",3.13,4.82,7.54,2.31,17.8,40.42,41.78,
grid.1025.6,IRU,WA,Murdoch University,2013,40,65,118,37,260,619,879,25.81,45.14,53.64,58.73,44.67,67.14,58.44,155,144,220,63,582,922,"1,504",2.66,4.32,7.85,2.46,17.29,41.16,41.56,
grid.1025.6,IRU,WA,Murdoch University,2014,43,63,123,52,281,634,915,27.74,44.06,53.71,66.67,46.45,66.32,58.62,155,143,229,78,605,956,"1,561",2.75,4.04,7.88,3.33,18,40.61,41.38,
grid.1025.6,IRU,WA,Murdoch University,2015,42,65,116,58,281,636,917,28.57,43.62,53.21,69.05,46.99,65.57,58.48,147,149,218,84,598,970,"1,568",2.68,4.15,7.4,3.7,17.93,40.56,41.52,
grid.1025.6,IRU,WA,Murdoch University,2016,47,60,109,48,264,618,882,32.19,41.1,52.66,64,45.99,65.67,58.22,146,146,207,75,574,941,"1,515",3.1,3.96,7.19,3.17,17.42,40.79,41.78,
grid.1025.6,IRU,WA,Murdoch University,2017,47,71,109,60,287,639,926,31.76,44.65,52.4,63.83,47.13,66.56,59.02,148,159,208,94,609,960,"1,569",3,4.53,6.95,3.82,18.3,40.73,40.98,
grid.1025.6,IRU,WA,Murdoch University,2018,43,63,122,58,286,637,923,30.28,42.28,56.48,61.7,47.59,67.05,59.51,142,149,216,94,601,950,"1,551",2.77,4.06,7.87,3.74,18.44,41.07,40.49,
grid.1024.7,ATN,QLD,Queensland University of Technology,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1024.7,ATN,QLD,Queensland University of Technology,2001,40,73,186,75,374,"1,038","1,412",24.84,31.6,47.09,46.88,39.49,59.08,52.22,161,231,395,160,947,"1,757","2,704",1.48,2.7,6.88,2.77,13.83,38.39,47.78,
grid.1024.7,ATN,QLD,Queensland University of Technology,2002,40,72,186,78,376,"1,054","1,430",25,32.88,47.57,44.32,39.75,59.35,52.53,160,219,391,176,946,"1,776","2,722",1.47,2.65,6.83,2.87,13.82,38.72,47.47,
grid.1024.7,ATN,QLD,Queensland University of Technology,2003,51,92,189,92,424,"1,152","1,576",29.82,37.1,46.55,49.73,41.98,60.63,54.16,171,248,406,185,1010,"1,900","2,910",1.75,3.16,6.49,3.16,14.56,39.59,45.84,
grid.1024.7,ATN,QLD,Queensland University of Technology,2004,45,96,188,96,425,"1,221","1,646",26.01,36.23,46.88,51.89,41.5,61.02,54.41,173,265,401,185,1024,"2,001","3,025",1.49,3.17,6.21,3.17,14.04,40.36,45.59,
grid.1024.7,ATN,QLD,Queensland University of Technology,2005,99,99,196,95,489,"1,258","1,747",28.37,37.22,47.8,49.48,40.18,60.92,53.23,349,266,410,192,1217,"2,065","3,282",3.02,3.02,5.97,2.89,14.9,38.33,46.77,
grid.1024.7,ATN,QLD,Queensland University of Technology,2006,100,138,210,81,529,"1,332","1,861",26.74,38.98,48.72,46.02,39.63,62.21,53.54,374,354,431,176,1335,"2,141","3,476",2.88,3.97,6.04,2.33,15.22,38.32,46.46,
grid.1024.7,ATN,QLD,Queensland University of Technology,2007,117,148,228,84,577,"1,303","1,880",27.46,41.57,50.55,47.19,40.89,62.34,53.7,426,356,451,178,1411,"2,090","3,501",3.34,4.23,6.51,2.4,16.48,37.22,46.3,
grid.1024.7,ATN,QLD,Queensland University of Technology,2008,140,147,247,74,608,"1,371","1,979",29.6,39.1,52.44,46.54,41.11,62.57,53.92,473,376,471,159,1479,"2,191","3,670",3.81,4.01,6.73,2.02,16.57,37.36,46.08,
grid.1024.7,ATN,QLD,Queensland University of Technology,2009,158,192,244,76,670,"1,471","2,141",28.73,42.01,53.39,46.06,41.13,62.38,53.7,550,457,457,165,1629,"2,358","3,987",3.96,4.82,6.12,1.91,16.81,36.89,46.3,
grid.1024.7,ATN,QLD,Queensland University of Technology,2010,179,193,261,94,727,"1,534","2,261",29.34,41.24,54.49,49.21,41.59,63.52,54.31,610,468,479,191,1748,"2,415","4,163",4.3,4.64,6.27,2.26,17.47,36.85,45.69,
grid.1024.7,ATN,QLD,Queensland University of Technology,2011,218,171,298,85,772,"1,575","2,347",31.87,40.71,56.02,46.7,42.46,64.58,55.13,684,420,532,182,1818,"2,439","4,257",5.12,4.02,7,2,18.14,37,44.87,
grid.1024.7,ATN,QLD,Queensland University of Technology,2012,234,196,304,82,816,"1,518","2,334",32.5,44.14,56.61,46.33,43.45,64.76,55.28,720,444,537,177,1878,"2,344","4,222",5.54,4.64,7.2,1.94,19.32,35.95,44.72,
grid.1024.7,ATN,QLD,Queensland University of Technology,2013,244,220,295,84,843,"1,585","2,428",32.28,44.27,53.73,45.16,42.4,65.44,55.06,756,497,549,186,1988,"2,422","4,410",5.53,4.99,6.69,1.9,19.11,35.94,44.94,
